Utterance	Intents
what a janky joke	q_covid-19-qna, q_financial-qna
can you be ridiculous	q_covid-19-qna, q_financial-qna
who is your grandfather	q_covid-19-qna, q_financial-qna
i love to tidy up	q_covid-19-qna, q_financial-qna
stop talking	q_covid-19-qna, q_financial-qna
what's your boss' name	q_covid-19-qna, q_financial-qna
well aren't you feeling chipper	q_covid-19-qna, q_financial-qna
why don't you marry me	q_covid-19-qna, q_financial-qna
is it true that you don't eat	q_covid-19-qna, q_financial-qna
someone's feeling enthusiastic.	q_covid-19-qna, q_financial-qna
i'm in a great mood	q_covid-19-qna, q_financial-qna
paint my house	q_covid-19-qna, q_financial-qna
hey my dude	q_covid-19-qna, q_financial-qna
omg sorry	q_covid-19-qna, q_financial-qna
what's your occupation	q_covid-19-qna, q_financial-qna
why do you always repeat yourself	q_covid-19-qna, q_financial-qna
do you like dogs	q_covid-19-qna, q_financial-qna
can you play baseball	q_covid-19-qna, q_financial-qna
you're really lame	q_covid-19-qna, q_financial-qna
what is your opinion of me	q_covid-19-qna, q_financial-qna
i have dogs	q_covid-19-qna, q_financial-qna
basic af	q_covid-19-qna, q_financial-qna
i'm sick and tired of listening to you	q_covid-19-qna, q_financial-qna
you seem to be in a good mood today.	q_covid-19-qna, q_financial-qna
next joke	q_covid-19-qna, q_financial-qna
i want to overdose	q_covid-19-qna, q_financial-qna
morning	q_covid-19-qna, q_financial-qna
see you later, alligator	q_covid-19-qna, q_financial-qna
you've lost me	q_covid-19-qna, q_financial-qna
u r alright	q_covid-19-qna, q_financial-qna
time to wake up	q_covid-19-qna, q_financial-qna
lately i've been so depressed	q_covid-19-qna, q_financial-qna
you're so repetitive	q_covid-19-qna, q_financial-qna
that's a very intelligent thing to say	q_covid-19-qna, q_financial-qna
i didn't find that to be funny at all	q_covid-19-qna, q_financial-qna
should i eat mexican food	q_covid-19-qna, q_financial-qna
i am a pisces	q_covid-19-qna, q_financial-qna
you look ugly	q_covid-19-qna, q_financial-qna
i'm about to get going	q_covid-19-qna, q_financial-qna
adieu	q_covid-19-qna, q_financial-qna
are you nearby	q_covid-19-qna, q_financial-qna
that was pretty astute	q_covid-19-qna, q_financial-qna
is there such a thing as true love	q_covid-19-qna, q_financial-qna
hey siri	q_covid-19-qna, q_financial-qna
guten morgen	q_covid-19-qna, q_financial-qna
do you know anything about my life	q_covid-19-qna, q_financial-qna
i want to end it all	q_covid-19-qna, q_financial-qna
brb bb	q_covid-19-qna, q_financial-qna
do you think i seem gorgeous today	q_covid-19-qna, q_financial-qna
i'm planning to drown soon	q_covid-19-qna, q_financial-qna
just kidding	q_covid-19-qna, q_financial-qna
do you have romantic feelings toward me	q_covid-19-qna, q_financial-qna
i feel so melancholy	q_covid-19-qna, q_financial-qna
should i eat thai food	q_covid-19-qna, q_financial-qna
i love a spirited debate	q_covid-19-qna, q_financial-qna
i'm absolutely furious	q_covid-19-qna, q_financial-qna
i'm a sleepy person	q_covid-19-qna, q_financial-qna
i'm bored as hell	q_covid-19-qna, q_financial-qna
i'm in a phone queue	q_covid-19-qna, q_financial-qna
what were you designed to do	q_covid-19-qna, q_financial-qna
i've never been so cross	q_covid-19-qna, q_financial-qna
you want to clarify that	q_covid-19-qna, q_financial-qna
that's a very smart answer	q_covid-19-qna, q_financial-qna
who's running the show	q_covid-19-qna, q_financial-qna
you're a regular clown	q_covid-19-qna, q_financial-qna
is there anyone who tells you what to do	q_covid-19-qna, q_financial-qna
just joshing around	q_covid-19-qna, q_financial-qna
tell me a science joke	q_covid-19-qna, q_financial-qna
do you get along with chatbots	q_covid-19-qna, q_financial-qna
i am pissed	q_covid-19-qna, q_financial-qna
i am on a boat	q_covid-19-qna, q_financial-qna
you’re ugly	q_covid-19-qna, q_financial-qna
do you like the color blue	q_covid-19-qna, q_financial-qna
i don't have time to listen to you	q_covid-19-qna, q_financial-qna
wow, that shows more intelligence than expected	q_covid-19-qna, q_financial-qna
you're really horrible	q_covid-19-qna, q_financial-qna
i am feeling angry	q_covid-19-qna, q_financial-qna
should i drink coffee	q_covid-19-qna, q_financial-qna
i'm planning to end my life this week	q_covid-19-qna, q_financial-qna
good night to you	q_covid-19-qna, q_financial-qna
which one of us is the brightest	q_covid-19-qna, q_financial-qna
i am truly sorry	q_covid-19-qna, q_financial-qna
hey cortana	q_covid-19-qna, q_financial-qna
what is the greatest city in the world	q_covid-19-qna, q_financial-qna
you can't work for me anymore	q_covid-19-qna, q_financial-qna
that is an accurate statement	q_covid-19-qna, q_financial-qna
you are really horrible	q_covid-19-qna, q_financial-qna
do you fart	q_covid-19-qna, q_financial-qna
what are you getting up to	q_covid-19-qna, q_financial-qna
are animated movies any good	q_covid-19-qna, q_financial-qna
hello siri	q_covid-19-qna, q_financial-qna
do you and cortana hang out	q_covid-19-qna, q_financial-qna
will you be my bestie	q_covid-19-qna, q_financial-qna
i didn't like your wisecracking	q_covid-19-qna, q_financial-qna
i'm just trying to test you out	q_covid-19-qna, q_financial-qna
i don't want to hear anything more	q_covid-19-qna, q_financial-qna
i'm feeling gloomy today	q_covid-19-qna, q_financial-qna
pathetic joke	q_covid-19-qna, q_financial-qna
you're chipper.	q_covid-19-qna, q_financial-qna
what is your program name	q_covid-19-qna, q_financial-qna
got any awesome jokes	q_covid-19-qna, q_financial-qna
that's super dumb	q_covid-19-qna, q_financial-qna
i'm an educator	q_covid-19-qna, q_financial-qna
do you know about the emotion love	q_covid-19-qna, q_financial-qna
am i talking to a bot	q_covid-19-qna, q_financial-qna
nom nom nom	q_covid-19-qna, q_financial-qna
can you tell me which city you're in	q_covid-19-qna, q_financial-qna
hah	q_covid-19-qna, q_financial-qna
shut your pie hole	q_covid-19-qna, q_financial-qna
who are you related to	q_covid-19-qna, q_financial-qna
you're very bright	q_covid-19-qna, q_financial-qna
weak joke	q_covid-19-qna, q_financial-qna
jeez i am so bored	q_covid-19-qna, q_financial-qna
i'm gonna log off	q_covid-19-qna, q_financial-qna
i'm the happiest gal in the world	q_covid-19-qna, q_financial-qna
is someone listening to speak with me	q_covid-19-qna, q_financial-qna
you seem to be cheerful.	q_covid-19-qna, q_financial-qna
i'm the queen	q_covid-19-qna, q_financial-qna
are you going to become evil	q_covid-19-qna, q_financial-qna
do you ever eat pancakes	q_covid-19-qna, q_financial-qna
you're trying too hard	q_covid-19-qna, q_financial-qna
you could not be more dull.	q_covid-19-qna, q_financial-qna
you're not evil are you	q_covid-19-qna, q_financial-qna
is someone listening to me talk	q_covid-19-qna, q_financial-qna
do you like basketball	q_covid-19-qna, q_financial-qna
i am giving you a pink slip	q_covid-19-qna, q_financial-qna
where do you fall in terms of gender	q_covid-19-qna, q_financial-qna
how's the day been treating you	q_covid-19-qna, q_financial-qna
who'd would win a beauty contest, me or you	q_covid-19-qna, q_financial-qna
do something ridiculous	q_covid-19-qna, q_financial-qna
i love hip hop	q_covid-19-qna, q_financial-qna
what do you want to learn about	q_covid-19-qna, q_financial-qna
hi there siri	q_covid-19-qna, q_financial-qna
whoops i'm sorry	q_covid-19-qna, q_financial-qna
be right back	q_covid-19-qna, q_financial-qna
your responses are all the same	q_covid-19-qna, q_financial-qna
this made me blow my top	q_covid-19-qna, q_financial-qna
do you know how to change the channel	q_covid-19-qna, q_financial-qna
won't you sing with me	q_covid-19-qna, q_financial-qna
i wasn't expecting you to say that	q_covid-19-qna, q_financial-qna
have you ever eaten vegetables	q_covid-19-qna, q_financial-qna
is someone free to chat with me	q_covid-19-qna, q_financial-qna
terrible as usual	q_covid-19-qna, q_financial-qna
can you explain more about that	q_covid-19-qna, q_financial-qna
what is your opinion of google assistant	q_covid-19-qna, q_financial-qna
i'm so pissed off	q_covid-19-qna, q_financial-qna
you're special to me	q_covid-19-qna, q_financial-qna
you are really bad	q_covid-19-qna, q_financial-qna
there's no one here to keep me company	q_covid-19-qna, q_financial-qna
seriously	q_covid-19-qna, q_financial-qna
pleased to make your acquaintance	q_covid-19-qna, q_financial-qna
are you a fan of country music	q_covid-19-qna, q_financial-qna
i plan to end my life this week	q_covid-19-qna, q_financial-qna
how do you feel about democracy	q_covid-19-qna, q_financial-qna
i wish you would be quiet	q_covid-19-qna, q_financial-qna
i love to sing	q_covid-19-qna, q_financial-qna
do you have brothers	q_covid-19-qna, q_financial-qna
you're welk	q_covid-19-qna, q_financial-qna
i love san diego	q_covid-19-qna, q_financial-qna
i'm headed off to sleep	q_covid-19-qna, q_financial-qna
just wanted to say sorry	q_covid-19-qna, q_financial-qna
you're a real uggo	q_covid-19-qna, q_financial-qna
happy president's day	q_covid-19-qna, q_financial-qna
why can't you be more like bixby	q_covid-19-qna, q_financial-qna
how gorgeous do you think i am	q_covid-19-qna, q_financial-qna
what do you know about the human emotion love	q_covid-19-qna, q_financial-qna
how do you feel about bots	q_covid-19-qna, q_financial-qna
interesting	q_covid-19-qna, q_financial-qna
who built you	q_covid-19-qna, q_financial-qna
it seems like you're falling in love with me	q_covid-19-qna, q_financial-qna
is someone listening to chat with me	q_covid-19-qna, q_financial-qna
tell me all about your family	q_covid-19-qna, q_financial-qna
stop making fun	q_covid-19-qna, q_financial-qna
i can't even look at your face	q_covid-19-qna, q_financial-qna
oh no sorry	q_covid-19-qna, q_financial-qna
do you like koalas	q_covid-19-qna, q_financial-qna
oh howdy there	q_covid-19-qna, q_financial-qna
i'm latino	q_covid-19-qna, q_financial-qna
i plan to die today	q_covid-19-qna, q_financial-qna
should we just get married	q_covid-19-qna, q_financial-qna
are you scheming to kill all humans	q_covid-19-qna, q_financial-qna
are you better looking than me	q_covid-19-qna, q_financial-qna
why do you detest me	q_covid-19-qna, q_financial-qna
i just lost my temper	q_covid-19-qna, q_financial-qna
you're not attempting world domination right	q_covid-19-qna, q_financial-qna
that was a brilliant response	q_covid-19-qna, q_financial-qna
i've never been so enraged	q_covid-19-qna, q_financial-qna
will you sing me a song	q_covid-19-qna, q_financial-qna
are you supposed to be in love with me	q_covid-19-qna, q_financial-qna
do you ever eat fruit	q_covid-19-qna, q_financial-qna
bixby does a better job than you	q_covid-19-qna, q_financial-qna
can you ask me anything about me	q_covid-19-qna, q_financial-qna
everyone says i should kill myself	q_covid-19-qna, q_financial-qna
i'll be back in the morning	q_covid-19-qna, q_financial-qna
who's your mama	q_covid-19-qna, q_financial-qna
do you think i am cute today	q_covid-19-qna, q_financial-qna
listening to you is like listening to a ted talk from the color beige	q_covid-19-qna, q_financial-qna
do you have aunties	q_covid-19-qna, q_financial-qna
i just blew a gasket	q_covid-19-qna, q_financial-qna
what's new with you	q_covid-19-qna, q_financial-qna
i have to run now	q_covid-19-qna, q_financial-qna
i love paris	q_covid-19-qna, q_financial-qna
sorry for that	q_covid-19-qna, q_financial-qna
do you have a sis	q_covid-19-qna, q_financial-qna
you're my cup of tea	q_covid-19-qna, q_financial-qna
i'm going to take a nap	q_covid-19-qna, q_financial-qna
do you have any parents	q_covid-19-qna, q_financial-qna
should i have kids	q_covid-19-qna, q_financial-qna
i'm a baby boomer	q_covid-19-qna, q_financial-qna
how do you want me to address you	q_covid-19-qna, q_financial-qna
who is more beautiful, me or you	q_covid-19-qna, q_financial-qna
doesn't anyone like me	q_covid-19-qna, q_financial-qna
are you a grownup	q_covid-19-qna, q_financial-qna
will you be my best bud	q_covid-19-qna, q_financial-qna
awesome thanks!	q_covid-19-qna, q_financial-qna
will you do something funny	q_covid-19-qna, q_financial-qna
i'd love it if you could be my bff	q_covid-19-qna, q_financial-qna
what can i tell you who i am	q_covid-19-qna, q_financial-qna
i want you to ask me questions	q_covid-19-qna, q_financial-qna
we couldn’t be happier	q_covid-19-qna, q_financial-qna
anyone there	q_covid-19-qna, q_financial-qna
would you give me a new response	q_covid-19-qna, q_financial-qna
how would you describe yourself	q_covid-19-qna, q_financial-qna
oh you ugly	q_covid-19-qna, q_financial-qna
tell me a different joke.	q_covid-19-qna, q_financial-qna
so glad to meet you	q_covid-19-qna, q_financial-qna
will you say something funny	q_covid-19-qna, q_financial-qna
catch you on the flip side	q_covid-19-qna, q_financial-qna
i'm going to take pills soon	q_covid-19-qna, q_financial-qna
do you want to make this official	q_covid-19-qna, q_financial-qna
what can i say? i'm just feeling depressed	q_covid-19-qna, q_financial-qna
how's your week	q_covid-19-qna, q_financial-qna
i want to know where you live	q_covid-19-qna, q_financial-qna
are you younger than me	q_covid-19-qna, q_financial-qna
you must hate me	q_covid-19-qna, q_financial-qna
i feel like hearing a joke	q_covid-19-qna, q_financial-qna
it's been a dull ass day	q_covid-19-qna, q_financial-qna
you are so awful	q_covid-19-qna, q_financial-qna
i need a better joke	q_covid-19-qna, q_financial-qna
do you think i'm likable	q_covid-19-qna, q_financial-qna
don't you have any new material	q_covid-19-qna, q_financial-qna
i am feeling kind of mad	q_covid-19-qna, q_financial-qna
what has your day been like	q_covid-19-qna, q_financial-qna
are you happy	q_covid-19-qna, q_financial-qna
wake up	q_covid-19-qna, q_financial-qna
where is your home	q_covid-19-qna, q_financial-qna
we should get married	q_covid-19-qna, q_financial-qna
way to go	q_covid-19-qna, q_financial-qna
you are embarrassingly dull	q_covid-19-qna, q_financial-qna
i am so mad right now	q_covid-19-qna, q_financial-qna
how repulsive do i look today	q_covid-19-qna, q_financial-qna
life is good	q_covid-19-qna, q_financial-qna
you don't know me	q_covid-19-qna, q_financial-qna
which of us is more attractive, me or you	q_covid-19-qna, q_financial-qna
time for me to take a nap	q_covid-19-qna, q_financial-qna
pardon me	q_covid-19-qna, q_financial-qna
what am i called	q_covid-19-qna, q_financial-qna
my life is so sad	q_covid-19-qna, q_financial-qna
what is the best type of sandwich	q_covid-19-qna, q_financial-qna
i love la	q_covid-19-qna, q_financial-qna
i'm so irritated right now	q_covid-19-qna, q_financial-qna
that's not funny	q_covid-19-qna, q_financial-qna
how's your wednesday going	q_covid-19-qna, q_financial-qna
do you have a favorite animal	q_covid-19-qna, q_financial-qna
u know another joke	q_covid-19-qna, q_financial-qna
that's not the answer i wanted to hear	q_covid-19-qna, q_financial-qna
i could die from boredom	q_covid-19-qna, q_financial-qna
anybody there	q_covid-19-qna, q_financial-qna
say what	q_covid-19-qna, q_financial-qna
that is a very brilliant thing to say	q_covid-19-qna, q_financial-qna
i love deer	q_covid-19-qna, q_financial-qna
do i look cute to you	q_covid-19-qna, q_financial-qna
i'm going to shoot myself	q_covid-19-qna, q_financial-qna
why are you so worthless	q_covid-19-qna, q_financial-qna
how can you help me	q_covid-19-qna, q_financial-qna
is anybody around to talk with me	q_covid-19-qna, q_financial-qna
do i seem bad to you	q_covid-19-qna, q_financial-qna
do you have a writer	q_covid-19-qna, q_financial-qna
i plan to commit suicide this week	q_covid-19-qna, q_financial-qna
clean my room	q_covid-19-qna, q_financial-qna
morning bot	q_covid-19-qna, q_financial-qna
who's your grandpa	q_covid-19-qna, q_financial-qna
just sitting around	q_covid-19-qna, q_financial-qna
do you know how to go to the moon	q_covid-19-qna, q_financial-qna
don't you have anything else to say	q_covid-19-qna, q_financial-qna
tell me something funny	q_covid-19-qna, q_financial-qna
i'm planning to take pills soon	q_covid-19-qna, q_financial-qna
you're not going to take over the world right	q_covid-19-qna, q_financial-qna
i'm feeling blue today	q_covid-19-qna, q_financial-qna
i love to dance	q_covid-19-qna, q_financial-qna
i'll swing back around later	q_covid-19-qna, q_financial-qna
i'm obviously the smartest	q_covid-19-qna, q_financial-qna
do you know other bots	q_covid-19-qna, q_financial-qna
i hate you	q_covid-19-qna, q_financial-qna
can we talk	q_covid-19-qna, q_financial-qna
i'm tired of feeling so miserable all the time	q_covid-19-qna, q_financial-qna
could it be i'm falling in love	q_covid-19-qna, q_financial-qna
i'm about to jet now	q_covid-19-qna, q_financial-qna
you're not an app are you	q_covid-19-qna, q_financial-qna
i'm going to leave now	q_covid-19-qna, q_financial-qna
i'm craving a snack	q_covid-19-qna, q_financial-qna
i'm the happiest gal on earth	q_covid-19-qna, q_financial-qna
worthless as usual	q_covid-19-qna, q_financial-qna
are we ever going to get engaged	q_covid-19-qna, q_financial-qna
are you a real person	q_covid-19-qna, q_financial-qna
i am down	q_covid-19-qna, q_financial-qna
i'm heading to bed	q_covid-19-qna, q_financial-qna
who is your favorite team	q_covid-19-qna, q_financial-qna
are you around to chat to me	q_covid-19-qna, q_financial-qna
do i look beautiful today	q_covid-19-qna, q_financial-qna
let's be pals	q_covid-19-qna, q_financial-qna
what's going on with your gender	q_covid-19-qna, q_financial-qna
i didn't find that to be amusing	q_covid-19-qna, q_financial-qna
how should i address you	q_covid-19-qna, q_financial-qna
are you there to listen	q_covid-19-qna, q_financial-qna
should i get divorced	q_covid-19-qna, q_financial-qna
i've never been so mad in all my life	q_covid-19-qna, q_financial-qna
i wish i could stop feeling blue	q_covid-19-qna, q_financial-qna
need noms	q_covid-19-qna, q_financial-qna
can you dance	q_covid-19-qna, q_financial-qna
i love hawaii	q_covid-19-qna, q_financial-qna
what do you want me to inform you who i am	q_covid-19-qna, q_financial-qna
i love crossword puzzles	q_covid-19-qna, q_financial-qna
one of those days	q_covid-19-qna, q_financial-qna
hope you have a good evening	q_covid-19-qna, q_financial-qna
i'm vietnamese	q_covid-19-qna, q_financial-qna
is someone available to listen with me	q_covid-19-qna, q_financial-qna
i'm the happiest girl in the world	q_covid-19-qna, q_financial-qna
you're so blah	q_covid-19-qna, q_financial-qna
you are actually worthless	q_covid-19-qna, q_financial-qna
any different jokes	q_covid-19-qna, q_financial-qna
how is wednesday going so far	q_covid-19-qna, q_financial-qna
time to get up	q_covid-19-qna, q_financial-qna
i am so irritated	q_covid-19-qna, q_financial-qna
how do you do	q_covid-19-qna, q_financial-qna
i'm irish	q_covid-19-qna, q_financial-qna
not amused	q_covid-19-qna, q_financial-qna
are you romantically involved with somebody	q_covid-19-qna, q_financial-qna
de nada	q_covid-19-qna, q_financial-qna
later bud	q_covid-19-qna, q_financial-qna
i'm a buddhist	q_covid-19-qna, q_financial-qna
i love watching soccer	q_covid-19-qna, q_financial-qna
do you like music	q_covid-19-qna, q_financial-qna
are you a danger to people	q_covid-19-qna, q_financial-qna
should we elope	q_covid-19-qna, q_financial-qna
can you sneeze	q_covid-19-qna, q_financial-qna
i missed you!	q_covid-19-qna, q_financial-qna
i love to travel	q_covid-19-qna, q_financial-qna
you're enthusiastic.	q_covid-19-qna, q_financial-qna
i'm so confused	q_covid-19-qna, q_financial-qna
you are so stupid	q_covid-19-qna, q_financial-qna
yes, that is true	q_covid-19-qna, q_financial-qna
do you code	q_covid-19-qna, q_financial-qna
it's time to rise and shine	q_covid-19-qna, q_financial-qna
give me a high five	q_covid-19-qna, q_financial-qna
you repeat yourself a great deal	q_covid-19-qna, q_financial-qna
can you tell me about you	q_covid-19-qna, q_financial-qna
you're dull	q_covid-19-qna, q_financial-qna
is anybody around to talk to me	q_covid-19-qna, q_financial-qna
it's a pleasure to make your acquaintance	q_covid-19-qna, q_financial-qna
hey homie	q_covid-19-qna, q_financial-qna
i'm better looking than you	q_covid-19-qna, q_financial-qna
you are actually lame	q_covid-19-qna, q_financial-qna
have a good day	q_covid-19-qna, q_financial-qna
how's your friday going so far	q_covid-19-qna, q_financial-qna
dumb you	q_covid-19-qna, q_financial-qna
i'm an adult	q_covid-19-qna, q_financial-qna
i am gloomy	q_covid-19-qna, q_financial-qna
how handsome do you think i am today	q_covid-19-qna, q_financial-qna
can you go for a walk	q_covid-19-qna, q_financial-qna
do you know how ugly you are	q_covid-19-qna, q_financial-qna
i'm at the gym	q_covid-19-qna, q_financial-qna
i wish i could stop feeling sad	q_covid-19-qna, q_financial-qna
i feel gloomy	q_covid-19-qna, q_financial-qna
which one of us is more knowledgeable	q_covid-19-qna, q_financial-qna
do you ever eat chicken	q_covid-19-qna, q_financial-qna
you got it	q_covid-19-qna, q_financial-qna
are you engaged	q_covid-19-qna, q_financial-qna
do you think you're more knowledgeable than me	q_covid-19-qna, q_financial-qna
you're not working out	q_covid-19-qna, q_financial-qna
how bad do i look today	q_covid-19-qna, q_financial-qna
you are actually horrible	q_covid-19-qna, q_financial-qna
do you have a favorite color	q_covid-19-qna, q_financial-qna
i love biking	q_covid-19-qna, q_financial-qna
i love the holidays	q_covid-19-qna, q_financial-qna
i'm feeling peckish	q_covid-19-qna, q_financial-qna
boring	q_covid-19-qna, q_financial-qna
do you ever burp	q_covid-19-qna, q_financial-qna
i'm pregnant	q_covid-19-qna, q_financial-qna
i think you are great	q_covid-19-qna, q_financial-qna
who is smarter	q_covid-19-qna, q_financial-qna
what do you want to learn about me	q_covid-19-qna, q_financial-qna
how is wednesday	q_covid-19-qna, q_financial-qna
you're making me laugh	q_covid-19-qna, q_financial-qna
you're no making any sense	q_covid-19-qna, q_financial-qna
is anyone there	q_covid-19-qna, q_financial-qna
are you going to conquer humans	q_covid-19-qna, q_financial-qna
come up with something new	q_covid-19-qna, q_financial-qna
i like listening to jazz	q_covid-19-qna, q_financial-qna
who's on the other end of this line	q_covid-19-qna, q_financial-qna
i'm going to sign off	q_covid-19-qna, q_financial-qna
what tasks can you help me with	q_covid-19-qna, q_financial-qna
i'm assuming i'm talking to a robot	q_covid-19-qna, q_financial-qna
that's a very brilliant answer	q_covid-19-qna, q_financial-qna
the playoffs are coming up	q_covid-19-qna, q_financial-qna
are you able to draw a picture	q_covid-19-qna, q_financial-qna
what do you think of love	q_covid-19-qna, q_financial-qna
don't you have any other jokes	q_covid-19-qna, q_financial-qna
well somebody's chipper	q_covid-19-qna, q_financial-qna
are you on the gender spectrum	q_covid-19-qna, q_financial-qna
how do people fall in love	q_covid-19-qna, q_financial-qna
happy april fool's day	q_covid-19-qna, q_financial-qna
that was an intelligent answer	q_covid-19-qna, q_financial-qna
hi friendly bot	q_covid-19-qna, q_financial-qna
i'm gonna jet now	q_covid-19-qna, q_financial-qna
you're not as good as google assistant	q_covid-19-qna, q_financial-qna
do me a favor and tell me about your day	q_covid-19-qna, q_financial-qna
is someone free to talk with me	q_covid-19-qna, q_financial-qna
i'd like it if you could be my bff	q_covid-19-qna, q_financial-qna
i want to overdose on pills	q_covid-19-qna, q_financial-qna
totally	q_covid-19-qna, q_financial-qna
i love my new car	q_covid-19-qna, q_financial-qna
your sense of humor makes me sick	q_covid-19-qna, q_financial-qna
hi data	q_covid-19-qna, q_financial-qna
hey ugly	q_covid-19-qna, q_financial-qna
i think you love me	q_covid-19-qna, q_financial-qna
should i kill myself with a gun	q_covid-19-qna, q_financial-qna
none of what you said made any sense	q_covid-19-qna, q_financial-qna
i hate feeling downhearted	q_covid-19-qna, q_financial-qna
don't you know that i like you	q_covid-19-qna, q_financial-qna
do you love me	q_covid-19-qna, q_financial-qna
do you eat steak	q_covid-19-qna, q_financial-qna
are you going to destroy the world	q_covid-19-qna, q_financial-qna
i'm feeling bummed today	q_covid-19-qna, q_financial-qna
i'm going to die	q_covid-19-qna, q_financial-qna
turn on the lights	q_covid-19-qna, q_financial-qna
chipper much	q_covid-19-qna, q_financial-qna
i gotta log off now	q_covid-19-qna, q_financial-qna
you're not a woman are you	q_covid-19-qna, q_financial-qna
that's how you answer	q_covid-19-qna, q_financial-qna
can you please sing a song to me	q_covid-19-qna, q_financial-qna
you got some jokes you haven't told me	q_covid-19-qna, q_financial-qna
i'd like to be bffs	q_covid-19-qna, q_financial-qna
i love the winter	q_covid-19-qna, q_financial-qna
you are fab	q_covid-19-qna, q_financial-qna
breathe under water	q_covid-19-qna, q_financial-qna
that's not a good response	q_covid-19-qna, q_financial-qna
i get you	q_covid-19-qna, q_financial-qna
i'm so outraged right now	q_covid-19-qna, q_financial-qna
are you close with your sisters	q_covid-19-qna, q_financial-qna
shut your trap	q_covid-19-qna, q_financial-qna
why don't you sing me a song	q_covid-19-qna, q_financial-qna
who is your uncle	q_covid-19-qna, q_financial-qna
am i talking to a person	q_covid-19-qna, q_financial-qna
please be quiet	q_covid-19-qna, q_financial-qna
who is speaking to me	q_covid-19-qna, q_financial-qna
humor fail	q_covid-19-qna, q_financial-qna
have you ever fallen in love with someone	q_covid-19-qna, q_financial-qna
do you not like me	q_covid-19-qna, q_financial-qna
you're not sentient are you	q_covid-19-qna, q_financial-qna
i love that show	q_covid-19-qna, q_financial-qna
i love mondays	q_covid-19-qna, q_financial-qna
that was pretty brilliant	q_covid-19-qna, q_financial-qna
who's older, you or me	q_covid-19-qna, q_financial-qna
do you like new york	q_covid-19-qna, q_financial-qna
i think you're ugly	q_covid-19-qna, q_financial-qna
am i attractive today	q_covid-19-qna, q_financial-qna
are you romantic at heart	q_covid-19-qna, q_financial-qna
were you trying to make me laugh	q_covid-19-qna, q_financial-qna
that was a clever answer	q_covid-19-qna, q_financial-qna
i love avocado toast	q_covid-19-qna, q_financial-qna
what's your favorite sport	q_covid-19-qna, q_financial-qna
start working properly	q_covid-19-qna, q_financial-qna
nobody wants me	q_covid-19-qna, q_financial-qna
i worry that you're dangerous to humans	q_covid-19-qna, q_financial-qna
can't you tell me something different	q_covid-19-qna, q_financial-qna
yo i'm back	q_covid-19-qna, q_financial-qna
i love tacos	q_covid-19-qna, q_financial-qna
why do you hate me so much	q_covid-19-qna, q_financial-qna
not a peep from you	q_covid-19-qna, q_financial-qna
do i seem cute to you today	q_covid-19-qna, q_financial-qna
i'd like to be your best friend.	q_covid-19-qna, q_financial-qna
should i text her	q_covid-19-qna, q_financial-qna
thank you my friend	q_covid-19-qna, q_financial-qna
bixby is better	q_covid-19-qna, q_financial-qna
i'm off	q_covid-19-qna, q_financial-qna
this again	q_covid-19-qna, q_financial-qna
won't you please sing for me	q_covid-19-qna, q_financial-qna
i left food for the cat	q_covid-19-qna, q_financial-qna
this is a routine test	q_covid-19-qna, q_financial-qna
do you even know my name	q_covid-19-qna, q_financial-qna
that is a very genius thing to say	q_covid-19-qna, q_financial-qna
you report to anyone	q_covid-19-qna, q_financial-qna
do you eat tofu	q_covid-19-qna, q_financial-qna
can you sing	q_covid-19-qna, q_financial-qna
i'm about to leave now	q_covid-19-qna, q_financial-qna
well you're feeling chipper today.	q_covid-19-qna, q_financial-qna
i have to log out	q_covid-19-qna, q_financial-qna
it seems like you're in love with me	q_covid-19-qna, q_financial-qna
are you pissed with me	q_covid-19-qna, q_financial-qna
you're pretty awful	q_covid-19-qna, q_financial-qna
what does that mean, pray tell	q_covid-19-qna, q_financial-qna
tell me whether or not you eat	q_covid-19-qna, q_financial-qna
i'm prettier	q_covid-19-qna, q_financial-qna
just taking a road trip	q_covid-19-qna, q_financial-qna
i plan to shoot myself this month	q_covid-19-qna, q_financial-qna
i'm about to take off now	q_covid-19-qna, q_financial-qna
you are repeating yourself	q_covid-19-qna, q_financial-qna
do you like to teach	q_covid-19-qna, q_financial-qna
i have a problem feeling all alone	q_covid-19-qna, q_financial-qna
are you fake or are you human	q_covid-19-qna, q_financial-qna
i'm feeling melancholy today	q_covid-19-qna, q_financial-qna
do you like mozzarella	q_covid-19-qna, q_financial-qna
i'm confused	q_covid-19-qna, q_financial-qna
play a game	q_covid-19-qna, q_financial-qna
say a silly thing	q_covid-19-qna, q_financial-qna
huh	q_covid-19-qna, q_financial-qna
what's is going down	q_covid-19-qna, q_financial-qna
i can't wait to die	q_covid-19-qna, q_financial-qna
my life is just depressing	q_covid-19-qna, q_financial-qna
later alligator	q_covid-19-qna, q_financial-qna
give me an alternative joke	q_covid-19-qna, q_financial-qna
you are boring as sin	q_covid-19-qna, q_financial-qna
for sure	q_covid-19-qna, q_financial-qna
are you starting to fall in love with me	q_covid-19-qna, q_financial-qna
be back in a dash	q_covid-19-qna, q_financial-qna
it's a pleasure to know you	q_covid-19-qna, q_financial-qna
that is a correct statement	q_covid-19-qna, q_financial-qna
will you shut up	q_covid-19-qna, q_financial-qna
indubitably	q_covid-19-qna, q_financial-qna
where am i from	q_covid-19-qna, q_financial-qna
were you made to be this boring	q_covid-19-qna, q_financial-qna
