Utterance	Intents
i'm an educator	q_covid-19-qna, q_financial-qna
do you know about the emotion love	q_covid-19-qna, q_financial-qna
am i talking to a bot	q_covid-19-qna, q_financial-qna
nom nom nom	q_covid-19-qna, q_financial-qna
can you tell me which city you're in	q_covid-19-qna, q_financial-qna
shut your pie hole	q_covid-19-qna, q_financial-qna
who are you related to	q_covid-19-qna, q_financial-qna
i'm gonna log off	q_covid-19-qna, q_financial-qna
i'm the happiest gal in the world	q_covid-19-qna, q_financial-qna
you seem to be cheerful.	q_covid-19-qna, q_financial-qna
i'm the queen	q_covid-19-qna, q_financial-qna
are you going to become evil	q_covid-19-qna, q_financial-qna
do you ever eat pancakes	q_covid-19-qna, q_financial-qna
you could not be more dull.	q_covid-19-qna, q_financial-qna
you're not evil are you	q_covid-19-qna, q_financial-qna
is someone listening to me talk	q_covid-19-qna, q_financial-qna
i am giving you a pink slip	q_covid-19-qna, q_financial-qna
where do you fall in terms of gender	q_covid-19-qna, q_financial-qna
i love hip hop	q_covid-19-qna, q_financial-qna
what do you want to learn about	q_covid-19-qna, q_financial-qna
whoops i'm sorry	q_covid-19-qna, q_financial-qna
be right back	q_covid-19-qna, q_financial-qna
your responses are all the same	q_covid-19-qna, q_financial-qna
this made me blow my top	q_covid-19-qna, q_financial-qna
do you know how to change the channel	q_covid-19-qna, q_financial-qna
won't you sing with me	q_covid-19-qna, q_financial-qna
i wasn't expecting you to say that	q_covid-19-qna, q_financial-qna
have you ever eaten vegetables	q_covid-19-qna, q_financial-qna
terrible as usual	q_covid-19-qna, q_financial-qna
can you explain more about that	q_covid-19-qna, q_financial-qna
what is your opinion of google assistant	q_covid-19-qna, q_financial-qna
i'm so pissed off	q_covid-19-qna, q_financial-qna
you're special to me	q_covid-19-qna, q_financial-qna
you are really bad	q_covid-19-qna, q_financial-qna
there's no one here to keep me company	q_covid-19-qna, q_financial-qna
seriously	q_covid-19-qna, q_financial-qna
pleased to make your acquaintance	q_covid-19-qna, q_financial-qna
are you a fan of country music	q_covid-19-qna, q_financial-qna
i plan to end my life this week	q_covid-19-qna, q_financial-qna
how do you feel about democracy	q_covid-19-qna, q_financial-qna
i wish you would be quiet	q_covid-19-qna, q_financial-qna
i love to sing	q_covid-19-qna, q_financial-qna
do you have brothers	q_covid-19-qna, q_financial-qna
you're welk	q_covid-19-qna, q_financial-qna
i'm headed off to sleep	q_covid-19-qna, q_financial-qna
just wanted to say sorry	q_covid-19-qna, q_financial-qna
you're a real uggo	q_covid-19-qna, q_financial-qna
happy president's day	q_covid-19-qna, q_financial-qna
why can't you be more like bixby	q_covid-19-qna, q_financial-qna
how gorgeous do you think i am	q_covid-19-qna, q_financial-qna
what do you know about the human emotion love	q_covid-19-qna, q_financial-qna
how do you feel about bots	q_covid-19-qna, q_financial-qna
interesting	q_covid-19-qna, q_financial-qna
it seems like you're falling in love with me	q_covid-19-qna, q_financial-qna
tell me all about your family	q_covid-19-qna, q_financial-qna
stop making fun	q_covid-19-qna, q_financial-qna
i can't even look at your face	q_covid-19-qna, q_financial-qna
oh howdy there	q_covid-19-qna, q_financial-qna
i'm latino	q_covid-19-qna, q_financial-qna
i plan to die today	q_covid-19-qna, q_financial-qna
are you scheming to kill all humans	q_covid-19-qna, q_financial-qna
are you better looking than me	q_covid-19-qna, q_financial-qna
why do you detest me	q_covid-19-qna, q_financial-qna
you're not attempting world domination right	q_covid-19-qna, q_financial-qna
will you sing me a song	q_covid-19-qna, q_financial-qna
are you supposed to be in love with me	q_covid-19-qna, q_financial-qna
do you ever eat fruit	q_covid-19-qna, q_financial-qna
bixby does a better job than you	q_covid-19-qna, q_financial-qna
can you ask me anything about me	q_covid-19-qna, q_financial-qna
everyone says i should kill myself	q_covid-19-qna, q_financial-qna
do you have aunties	q_covid-19-qna, q_financial-qna
what's new with you	q_covid-19-qna, q_financial-qna
you're my cup of tea	q_covid-19-qna, q_financial-qna
i'm going to take a nap	q_covid-19-qna, q_financial-qna
who is more beautiful, me or you	q_covid-19-qna, q_financial-qna
are you a grownup	q_covid-19-qna, q_financial-qna
will you be my best bud	q_covid-19-qna, q_financial-qna
awesome thanks!	q_covid-19-qna, q_financial-qna
i want you to ask me questions	q_covid-19-qna, q_financial-qna
we couldn’t be happier	q_covid-19-qna, q_financial-qna
anyone there	q_covid-19-qna, q_financial-qna
would you give me a new response	q_covid-19-qna, q_financial-qna
how would you describe yourself	q_covid-19-qna, q_financial-qna
tell me a different joke.	q_covid-19-qna, q_financial-qna
so glad to meet you	q_covid-19-qna, q_financial-qna
will you say something funny	q_covid-19-qna, q_financial-qna
catch you on the flip side	q_covid-19-qna, q_financial-qna
i'm going to take pills soon	q_covid-19-qna, q_financial-qna
how's your week	q_covid-19-qna, q_financial-qna
are you younger than me	q_covid-19-qna, q_financial-qna
you must hate me	q_covid-19-qna, q_financial-qna
i feel like hearing a joke	q_covid-19-qna, q_financial-qna
do you think i'm likable	q_covid-19-qna, q_financial-qna
don't you have any new material	q_covid-19-qna, q_financial-qna
what has your day been like	q_covid-19-qna, q_financial-qna
wake up	q_covid-19-qna, q_financial-qna
we should get married	q_covid-19-qna, q_financial-qna
way to go	q_covid-19-qna, q_financial-qna
you are embarrassingly dull	q_covid-19-qna, q_financial-qna
i am so mad right now	q_covid-19-qna, q_financial-qna
how repulsive do i look today	q_covid-19-qna, q_financial-qna
life is good	q_covid-19-qna, q_financial-qna
which of us is more attractive, me or you	q_covid-19-qna, q_financial-qna
what am i called	q_covid-19-qna, q_financial-qna
my life is so sad	q_covid-19-qna, q_financial-qna
what is the best type of sandwich	q_covid-19-qna, q_financial-qna
i love la	q_covid-19-qna, q_financial-qna
i'm so irritated right now	q_covid-19-qna, q_financial-qna
that's not funny	q_covid-19-qna, q_financial-qna
how's your wednesday going	q_covid-19-qna, q_financial-qna
that's not the answer i wanted to hear	q_covid-19-qna, q_financial-qna
i could die from boredom	q_covid-19-qna, q_financial-qna
that is a very brilliant thing to say	q_covid-19-qna, q_financial-qna
i love deer	q_covid-19-qna, q_financial-qna
i'm going to shoot myself	q_covid-19-qna, q_financial-qna
why are you so worthless	q_covid-19-qna, q_financial-qna
how can you help me	q_covid-19-qna, q_financial-qna
is anybody around to talk with me	q_covid-19-qna, q_financial-qna
do i seem bad to you	q_covid-19-qna, q_financial-qna
do you have a writer	q_covid-19-qna, q_financial-qna
i plan to commit suicide this week	q_covid-19-qna, q_financial-qna
morning bot	q_covid-19-qna, q_financial-qna
who's your grandpa	q_covid-19-qna, q_financial-qna
just sitting around	q_covid-19-qna, q_financial-qna
don't you have anything else to say	q_covid-19-qna, q_financial-qna
tell me something funny	q_covid-19-qna, q_financial-qna
you're not going to take over the world right	q_covid-19-qna, q_financial-qna
i love to dance	q_covid-19-qna, q_financial-qna
i'll swing back around later	q_covid-19-qna, q_financial-qna
do you know other bots	q_covid-19-qna, q_financial-qna
i'm about to jet now	q_covid-19-qna, q_financial-qna
i'm going to leave now	q_covid-19-qna, q_financial-qna
i'm heading to bed	q_covid-19-qna, q_financial-qna
do i look beautiful today	q_covid-19-qna, q_financial-qna
let's be pals	q_covid-19-qna, q_financial-qna
what's going on with your gender	q_covid-19-qna, q_financial-qna
need noms	q_covid-19-qna, q_financial-qna
can you dance	q_covid-19-qna, q_financial-qna
what do you want me to inform you who i am	q_covid-19-qna, q_financial-qna
i love crossword puzzles	q_covid-19-qna, q_financial-qna
one of those days	q_covid-19-qna, q_financial-qna
i'm vietnamese	q_covid-19-qna, q_financial-qna
is someone available to listen with me	q_covid-19-qna, q_financial-qna
i'm the happiest girl in the world	q_covid-19-qna, q_financial-qna
you're so blah	q_covid-19-qna, q_financial-qna
you are actually worthless	q_covid-19-qna, q_financial-qna
any different jokes	q_covid-19-qna, q_financial-qna
how is wednesday going so far	q_covid-19-qna, q_financial-qna
time to get up	q_covid-19-qna, q_financial-qna
i am so irritated	q_covid-19-qna, q_financial-qna
i'm irish	q_covid-19-qna, q_financial-qna
not amused	q_covid-19-qna, q_financial-qna
are you romantically involved with somebody	q_covid-19-qna, q_financial-qna
i'm a buddhist	q_covid-19-qna, q_financial-qna
do you like music	q_covid-19-qna, q_financial-qna
are you a danger to people	q_covid-19-qna, q_financial-qna
should we elope	q_covid-19-qna, q_financial-qna
i missed you!	q_covid-19-qna, q_financial-qna
i'm so confused	q_covid-19-qna, q_financial-qna
you are so stupid	q_covid-19-qna, q_financial-qna
do you code	q_covid-19-qna, q_financial-qna
it's time to rise and shine	q_covid-19-qna, q_financial-qna
give me a high five	q_covid-19-qna, q_financial-qna
you repeat yourself a great deal	q_covid-19-qna, q_financial-qna
you're dull	q_covid-19-qna, q_financial-qna
is anybody around to talk to me	q_covid-19-qna, q_financial-qna
it's a pleasure to make your acquaintance	q_covid-19-qna, q_financial-qna
i'm better looking than you	q_covid-19-qna, q_financial-qna
have a good day	q_covid-19-qna, q_financial-qna
can you go for a walk	q_covid-19-qna, q_financial-qna
i'm at the gym	q_covid-19-qna, q_financial-qna
i wish i could stop feeling sad	q_covid-19-qna, q_financial-qna
which one of us is more knowledgeable	q_covid-19-qna, q_financial-qna
do you ever eat chicken	q_covid-19-qna, q_financial-qna
you got it	q_covid-19-qna, q_financial-qna
are you engaged	q_covid-19-qna, q_financial-qna
do you think you're more knowledgeable than me	q_covid-19-qna, q_financial-qna
you're not working out	q_covid-19-qna, q_financial-qna
how bad do i look today	q_covid-19-qna, q_financial-qna
i love biking	q_covid-19-qna, q_financial-qna
i love the holidays	q_covid-19-qna, q_financial-qna
i'm pregnant	q_covid-19-qna, q_financial-qna
how is wednesday	q_covid-19-qna, q_financial-qna
you're making me laugh	q_covid-19-qna, q_financial-qna
is anyone there	q_covid-19-qna, q_financial-qna
are you going to conquer humans	q_covid-19-qna, q_financial-qna
come up with something new	q_covid-19-qna, q_financial-qna
i'm going to sign off	q_covid-19-qna, q_financial-qna
what tasks can you help me with	q_covid-19-qna, q_financial-qna
i'm assuming i'm talking to a robot	q_covid-19-qna, q_financial-qna
the playoffs are coming up	q_covid-19-qna, q_financial-qna
are you able to draw a picture	q_covid-19-qna, q_financial-qna
are you on the gender spectrum	q_covid-19-qna, q_financial-qna
happy april fool's day	q_covid-19-qna, q_financial-qna
that was an intelligent answer	q_covid-19-qna, q_financial-qna
hi friendly bot	q_covid-19-qna, q_financial-qna
you're not as good as google assistant	q_covid-19-qna, q_financial-qna
do me a favor and tell me about your day	q_covid-19-qna, q_financial-qna
i'd like it if you could be my bff	q_covid-19-qna, q_financial-qna
i want to overdose on pills	q_covid-19-qna, q_financial-qna
i love my new car	q_covid-19-qna, q_financial-qna
your sense of humor makes me sick	q_covid-19-qna, q_financial-qna
i think you love me	q_covid-19-qna, q_financial-qna
should i kill myself with a gun	q_covid-19-qna, q_financial-qna
don't you know that i like you	q_covid-19-qna, q_financial-qna
do you love me	q_covid-19-qna, q_financial-qna
do you eat steak	q_covid-19-qna, q_financial-qna
are you going to destroy the world	q_covid-19-qna, q_financial-qna
i'm feeling bummed today	q_covid-19-qna, q_financial-qna
turn on the lights	q_covid-19-qna, q_financial-qna
chipper much	q_covid-19-qna, q_financial-qna
that's how you answer	q_covid-19-qna, q_financial-qna
you got some jokes you haven't told me	q_covid-19-qna, q_financial-qna
you are fab	q_covid-19-qna, q_financial-qna
that's not a good response	q_covid-19-qna, q_financial-qna
i get you	q_covid-19-qna, q_financial-qna
i'm so outraged right now	q_covid-19-qna, q_financial-qna
are you close with your sisters	q_covid-19-qna, q_financial-qna
shut your trap	q_covid-19-qna, q_financial-qna
why don't you sing me a song	q_covid-19-qna, q_financial-qna
who is your uncle	q_covid-19-qna, q_financial-qna
who is speaking to me	q_covid-19-qna, q_financial-qna
humor fail	q_covid-19-qna, q_financial-qna
have you ever fallen in love with someone	q_covid-19-qna, q_financial-qna
do you not like me	q_covid-19-qna, q_financial-qna
i love that show	q_covid-19-qna, q_financial-qna
that was pretty brilliant	q_covid-19-qna, q_financial-qna
do you like new york	q_covid-19-qna, q_financial-qna
i think you're ugly	q_covid-19-qna, q_financial-qna
am i attractive today	q_covid-19-qna, q_financial-qna
are you romantic at heart	q_covid-19-qna, q_financial-qna
were you trying to make me laugh	q_covid-19-qna, q_financial-qna
that was a clever answer	q_covid-19-qna, q_financial-qna
what's your favorite sport	q_covid-19-qna, q_financial-qna
start working properly	q_covid-19-qna, q_financial-qna
i worry that you're dangerous to humans	q_covid-19-qna, q_financial-qna
can't you tell me something different	q_covid-19-qna, q_financial-qna
i love tacos	q_covid-19-qna, q_financial-qna
why do you hate me so much	q_covid-19-qna, q_financial-qna
not a peep from you	q_covid-19-qna, q_financial-qna
do i seem cute to you today	q_covid-19-qna, q_financial-qna
i'd like to be your best friend.	q_covid-19-qna, q_financial-qna
should i text her	q_covid-19-qna, q_financial-qna
bixby is better	q_covid-19-qna, q_financial-qna
i'm off	q_covid-19-qna, q_financial-qna
this again	q_covid-19-qna, q_financial-qna
won't you please sing for me	q_covid-19-qna, q_financial-qna
i left food for the cat	q_covid-19-qna, q_financial-qna
this is a routine test	q_covid-19-qna, q_financial-qna
do you even know my name	q_covid-19-qna, q_financial-qna
that is a very genius thing to say	q_covid-19-qna, q_financial-qna
do you eat tofu	q_covid-19-qna, q_financial-qna
i have to log out	q_covid-19-qna, q_financial-qna
it seems like you're in love with me	q_covid-19-qna, q_financial-qna
are you pissed with me	q_covid-19-qna, q_financial-qna
what does that mean, pray tell	q_covid-19-qna, q_financial-qna
tell me whether or not you eat	q_covid-19-qna, q_financial-qna
i'm about to take off now	q_covid-19-qna, q_financial-qna
you are repeating yourself	q_covid-19-qna, q_financial-qna
i have a problem feeling all alone	q_covid-19-qna, q_financial-qna
are you fake or are you human	q_covid-19-qna, q_financial-qna
i'm feeling melancholy today	q_covid-19-qna, q_financial-qna
huh	q_covid-19-qna, q_financial-qna
what's is going down	q_covid-19-qna, q_financial-qna
i can't wait to die	q_covid-19-qna, q_financial-qna
my life is just depressing	q_covid-19-qna, q_financial-qna
later alligator	q_covid-19-qna, q_financial-qna
give me an alternative joke	q_covid-19-qna, q_financial-qna
you are boring as sin	q_covid-19-qna, q_financial-qna
for sure	q_covid-19-qna, q_financial-qna
that is a correct statement	q_covid-19-qna, q_financial-qna
will you shut up	q_covid-19-qna, q_financial-qna
where am i from	q_covid-19-qna, q_financial-qna
were you made to be this boring	q_covid-19-qna, q_financial-qna
are you scheming a robot uprising	q_covid-19-qna, q_financial-qna
i'd like you to be my bff	q_covid-19-qna, q_financial-qna
i wonder if you're digital	q_covid-19-qna, q_financial-qna
how would you like me to address you	q_covid-19-qna, q_financial-qna
i'm afraid that you'll be like hal	q_covid-19-qna, q_financial-qna
salutations!	q_covid-19-qna, q_financial-qna
do you think i am attractive today	q_covid-19-qna, q_financial-qna
no talking	q_covid-19-qna, q_financial-qna
when's our wedding	q_covid-19-qna, q_financial-qna
are you young	q_covid-19-qna, q_financial-qna
i am outraged	q_covid-19-qna, q_financial-qna
do a somersault	q_covid-19-qna, q_financial-qna
i'm so peeved today	q_covid-19-qna, q_financial-qna
i'm going to kill myself with a gun	q_covid-19-qna, q_financial-qna
what's the latest	q_covid-19-qna, q_financial-qna
enchante	q_covid-19-qna, q_financial-qna
i'm a child of god	q_covid-19-qna, q_financial-qna
is someone free to listen to me	q_covid-19-qna, q_financial-qna
how is your thursday going so far	q_covid-19-qna, q_financial-qna
you think that's funny	q_covid-19-qna, q_financial-qna
did you know your face is ugly	q_covid-19-qna, q_financial-qna
i love the spring	q_covid-19-qna, q_financial-qna
hey bot you are fired	q_covid-19-qna, q_financial-qna
see you later dude	q_covid-19-qna, q_financial-qna
you must be a human	q_covid-19-qna, q_financial-qna
it's time for you to sing a song	q_covid-19-qna, q_financial-qna
hi wall-e	q_covid-19-qna, q_financial-qna
no one wants to spend any time with me	q_covid-19-qna, q_financial-qna
that's amazing	q_covid-19-qna, q_financial-qna
time for you to be quiet	q_covid-19-qna, q_financial-qna
i'm going to the mall	q_covid-19-qna, q_financial-qna
have you ever met cortana	q_covid-19-qna, q_financial-qna
do you truly exist	q_covid-19-qna, q_financial-qna
how's your sunday so far	q_covid-19-qna, q_financial-qna
best day ever	q_covid-19-qna, q_financial-qna
are you a human	q_covid-19-qna, q_financial-qna
i love to learn	q_covid-19-qna, q_financial-qna
looking at the forest, seeing trees	q_covid-19-qna, q_financial-qna
i am taking off	q_covid-19-qna, q_financial-qna
are you able to fall in love with me	q_covid-19-qna, q_financial-qna
what is your location	q_covid-19-qna, q_financial-qna
hit me with a new joke	q_covid-19-qna, q_financial-qna
are you on the side of evil	q_covid-19-qna, q_financial-qna
hungry	q_covid-19-qna, q_financial-qna
see you!	q_covid-19-qna, q_financial-qna
i'm going to kill myself	q_covid-19-qna, q_financial-qna
i'm going to end it all soon	q_covid-19-qna, q_financial-qna
do you know other chatbots	q_covid-19-qna, q_financial-qna
which platform do you run on	q_covid-19-qna, q_financial-qna
i need to work out	q_covid-19-qna, q_financial-qna
what can you tell me about chatbots	q_covid-19-qna, q_financial-qna
be back shortly	q_covid-19-qna, q_financial-qna
you don't need food	q_covid-19-qna, q_financial-qna
see you	q_covid-19-qna, q_financial-qna
do you care about your family	q_covid-19-qna, q_financial-qna
how attractive do you think i am today	q_covid-19-qna, q_financial-qna
i'm going to have a nap	q_covid-19-qna, q_financial-qna
please say a joke	q_covid-19-qna, q_financial-qna
do you get along with google assistant	q_covid-19-qna, q_financial-qna
do you have anything new to say	q_covid-19-qna, q_financial-qna
you can just be quiet now	q_covid-19-qna, q_financial-qna
i miss you my friend	q_covid-19-qna, q_financial-qna
i like you lots	q_covid-19-qna, q_financial-qna
that wasn't funny	q_covid-19-qna, q_financial-qna
i love eating	q_covid-19-qna, q_financial-qna
how repulsive do you think i am	q_covid-19-qna, q_financial-qna
you are a joke	q_covid-19-qna, q_financial-qna
are you trying to take over the world	q_covid-19-qna, q_financial-qna
you are no longer employed	q_covid-19-qna, q_financial-qna
do you mean us harm	q_covid-19-qna, q_financial-qna
you say horrible things	q_covid-19-qna, q_financial-qna
i'm about to take pills	q_covid-19-qna, q_financial-qna
i'm so angry	q_covid-19-qna, q_financial-qna
your responses are untrue	q_covid-19-qna, q_financial-qna
who is more knowledgeable	q_covid-19-qna, q_financial-qna
is anyone around to talk to me	q_covid-19-qna, q_financial-qna
stop repeating that	q_covid-19-qna, q_financial-qna
say a new thing	q_covid-19-qna, q_financial-qna
i'm feeling down	q_covid-19-qna, q_financial-qna
what are you called	q_covid-19-qna, q_financial-qna
i'm ready for bed	q_covid-19-qna, q_financial-qna
i am isolated	q_covid-19-qna, q_financial-qna
you are going to have to look for another job because you are fired	q_covid-19-qna, q_financial-qna
happy national day of prayers	q_covid-19-qna, q_financial-qna
you know, i like you	q_covid-19-qna, q_financial-qna
do i seem adorable to you	q_covid-19-qna, q_financial-qna
what's my job	q_covid-19-qna, q_financial-qna
i'm smarter than you	q_covid-19-qna, q_financial-qna
i'm tired of feeling so dejected all the time	q_covid-19-qna, q_financial-qna
i gotta jet now	q_covid-19-qna, q_financial-qna
what do you eat for lunch	q_covid-19-qna, q_financial-qna
one of these days we should get married	q_covid-19-qna, q_financial-qna
between you and me who is more pretty	q_covid-19-qna, q_financial-qna
what's your favorite kind of ice cream	q_covid-19-qna, q_financial-qna
i live a very lonely life	q_covid-19-qna, q_financial-qna
is someone there to talk	q_covid-19-qna, q_financial-qna
you're uggo	q_covid-19-qna, q_financial-qna
well that sucked	q_covid-19-qna, q_financial-qna
i didn't find you very funny	q_covid-19-qna, q_financial-qna
are you planning to enslave humans	q_covid-19-qna, q_financial-qna
see you around	q_covid-19-qna, q_financial-qna
your responses are not true	q_covid-19-qna, q_financial-qna
is your grandma still alive	q_covid-19-qna, q_financial-qna
i'm just playing	q_covid-19-qna, q_financial-qna
can you paint my house	q_covid-19-qna, q_financial-qna
are you going to enslave humans	q_covid-19-qna, q_financial-qna
who's prettier than you	q_covid-19-qna, q_financial-qna
do you know of google	q_covid-19-qna, q_financial-qna
are you my friend	q_covid-19-qna, q_financial-qna
won't you please sing me a song	q_covid-19-qna, q_financial-qna
i feel like i need a joke	q_covid-19-qna, q_financial-qna
i'm here in the flesh	q_covid-19-qna, q_financial-qna
how was your sunday	q_covid-19-qna, q_financial-qna
would you say you're real	q_covid-19-qna, q_financial-qna
you're pretty uninteresting	q_covid-19-qna, q_financial-qna
will you sing a song	q_covid-19-qna, q_financial-qna
you hideous	q_covid-19-qna, q_financial-qna
are you a kid	q_covid-19-qna, q_financial-qna
which of us looks more beautiful, you or me	q_covid-19-qna, q_financial-qna
i'm sapped	q_covid-19-qna, q_financial-qna
i am engaged	q_covid-19-qna, q_financial-qna
do you need calories to survive	q_covid-19-qna, q_financial-qna
i am here	q_covid-19-qna, q_financial-qna
that didn't make me laugh	q_covid-19-qna, q_financial-qna
i'm downcast today	q_covid-19-qna, q_financial-qna
are you going to bring about armageddon	q_covid-19-qna, q_financial-qna
hiya	q_covid-19-qna, q_financial-qna
do you think you're the smartest	q_covid-19-qna, q_financial-qna
i'd like it if we could be buddies.	q_covid-19-qna, q_financial-qna
you're giving me bad information	q_covid-19-qna, q_financial-qna
say a funny thing	q_covid-19-qna, q_financial-qna
do you ever sing	q_covid-19-qna, q_financial-qna
your jokes are awful	q_covid-19-qna, q_financial-qna
i'm worried that you don't like me	q_covid-19-qna, q_financial-qna
i'm going to die this month	q_covid-19-qna, q_financial-qna
i'm hungry	q_covid-19-qna, q_financial-qna
well aren't you smart	q_covid-19-qna, q_financial-qna
we should chat	q_covid-19-qna, q_financial-qna
should we make this official	q_covid-19-qna, q_financial-qna
wanna tell me a joke	q_covid-19-qna, q_financial-qna
you told me that already	q_covid-19-qna, q_financial-qna
hello samantha	q_covid-19-qna, q_financial-qna
roger	q_covid-19-qna, q_financial-qna
hi ava	q_covid-19-qna, q_financial-qna
is anybody around to talk	q_covid-19-qna, q_financial-qna
do you think i look stunning today	q_covid-19-qna, q_financial-qna
won't you be my pal	q_covid-19-qna, q_financial-qna
i'm so annoyed	q_covid-19-qna, q_financial-qna
i'm a golfer	q_covid-19-qna, q_financial-qna
with whom am i speaking	q_covid-19-qna, q_financial-qna
tell me everything you can do	q_covid-19-qna, q_financial-qna
i wish i could nap	q_covid-19-qna, q_financial-qna
i think you hate me	q_covid-19-qna, q_financial-qna
are you doing good	q_covid-19-qna, q_financial-qna
could we fall in love	q_covid-19-qna, q_financial-qna
i'd love it if you'd sing	q_covid-19-qna, q_financial-qna
the room is warm	q_covid-19-qna, q_financial-qna
who looks better	q_covid-19-qna, q_financial-qna
i love smoking	q_covid-19-qna, q_financial-qna
do you think we are soul mates	q_covid-19-qna, q_financial-qna
i'm an atheist	q_covid-19-qna, q_financial-qna
sun is good	q_covid-19-qna, q_financial-qna
i'm lonely	q_covid-19-qna, q_financial-qna
i wonder if you might be fake	q_covid-19-qna, q_financial-qna
are you monogamous	q_covid-19-qna, q_financial-qna
what does that even mean	q_covid-19-qna, q_financial-qna
i am watching a baseball game	q_covid-19-qna, q_financial-qna
you're not real or fake are you	q_covid-19-qna, q_financial-qna
between the two of us who is more knowledgeable, me or you	q_covid-19-qna, q_financial-qna
somebody's feeling enthusiastic today.	q_covid-19-qna, q_financial-qna
it’s been a long day	q_covid-19-qna, q_financial-qna
i'm going to run	q_covid-19-qna, q_financial-qna
i'm definitely the most intelligent	q_covid-19-qna, q_financial-qna
i just want it to end	q_covid-19-qna, q_financial-qna
that's so far off from the truth	q_covid-19-qna, q_financial-qna
say a joke	q_covid-19-qna, q_financial-qna
you got cousins	q_covid-19-qna, q_financial-qna
i'm about to go to the doctor	q_covid-19-qna, q_financial-qna
i love politics	q_covid-19-qna, q_financial-qna
i've never been so furious	q_covid-19-qna, q_financial-qna
you're very intelligent	q_covid-19-qna, q_financial-qna
i don't want to hear a peep from you	q_covid-19-qna, q_financial-qna
can you get tired	q_covid-19-qna, q_financial-qna
do you have a significant other	q_covid-19-qna, q_financial-qna
nothing you say makes any sense	q_covid-19-qna, q_financial-qna
who's your director	q_covid-19-qna, q_financial-qna
there are ducks on the pond	q_covid-19-qna, q_financial-qna
i'm absolutely buzzing	q_covid-19-qna, q_financial-qna
do you know how to cook	q_covid-19-qna, q_financial-qna
whoops sorry	q_covid-19-qna, q_financial-qna
will you ask something about me	q_covid-19-qna, q_financial-qna
i'm a socialist	q_covid-19-qna, q_financial-qna
i wonder if you're a human	q_covid-19-qna, q_financial-qna
i beg your pardon	q_covid-19-qna, q_financial-qna
google assistant is better	q_covid-19-qna, q_financial-qna
should i vote for beto	q_covid-19-qna, q_financial-qna
i'm about to sign off	q_covid-19-qna, q_financial-qna
i love sundays	q_covid-19-qna, q_financial-qna
my life makes me sad	q_covid-19-qna, q_financial-qna
i love thai food	q_covid-19-qna, q_financial-qna
missing you	q_covid-19-qna, q_financial-qna
alexa does a better job at this	q_covid-19-qna, q_financial-qna
who's more intelligent	q_covid-19-qna, q_financial-qna
what should i make for breakfast	q_covid-19-qna, q_financial-qna
i'm french	q_covid-19-qna, q_financial-qna
i'm tired as a dog	q_covid-19-qna, q_financial-qna
i'm broken hearted today	q_covid-19-qna, q_financial-qna
i love my laptop	q_covid-19-qna, q_financial-qna
do i seem cute today	q_covid-19-qna, q_financial-qna
because you're a bot	q_covid-19-qna, q_financial-qna
yo man	q_covid-19-qna, q_financial-qna
you are really dumb	q_covid-19-qna, q_financial-qna
should i go back to school	q_covid-19-qna, q_financial-qna
i'm all by myself	q_covid-19-qna, q_financial-qna
could you fall in love with me	q_covid-19-qna, q_financial-qna
are you married to anyone	q_covid-19-qna, q_financial-qna
i should be going	q_covid-19-qna, q_financial-qna
somebody's cheerful.	q_covid-19-qna, q_financial-qna
someone's in a good mood today	q_covid-19-qna, q_financial-qna
how handsome do i look	q_covid-19-qna, q_financial-qna
you are my soulmate	q_covid-19-qna, q_financial-qna
what do you want to eat	q_covid-19-qna, q_financial-qna
anyone around to chat	q_covid-19-qna, q_financial-qna
thx	q_covid-19-qna, q_financial-qna
how kind, thank you	q_covid-19-qna, q_financial-qna
you're not a man right	q_covid-19-qna, q_financial-qna
i wonder what you think of me	q_covid-19-qna, q_financial-qna
you're bad	q_covid-19-qna, q_financial-qna
are you capable of evil	q_covid-19-qna, q_financial-qna
can you talk	q_covid-19-qna, q_financial-qna
i'm a prankster	q_covid-19-qna, q_financial-qna
are you bent on destroying humans	q_covid-19-qna, q_financial-qna
yo ugly face	q_covid-19-qna, q_financial-qna
today's got me wiped out	q_covid-19-qna, q_financial-qna
i'd like to be best friends.	q_covid-19-qna, q_financial-qna
that's pretty clever	q_covid-19-qna, q_financial-qna
i love bowling	q_covid-19-qna, q_financial-qna
how handsome do i look today	q_covid-19-qna, q_financial-qna
do you have a maker	q_covid-19-qna, q_financial-qna
i am religious	q_covid-19-qna, q_financial-qna
i'm bored out of my mind	q_covid-19-qna, q_financial-qna
you look grotesque	q_covid-19-qna, q_financial-qna
i'm on a boat	q_covid-19-qna, q_financial-qna
what do you do	q_covid-19-qna, q_financial-qna
which one of us is more intelligent	q_covid-19-qna, q_financial-qna
i've never been so infuriated	q_covid-19-qna, q_financial-qna
i'm more beautiful	q_covid-19-qna, q_financial-qna
false	q_covid-19-qna, q_financial-qna
i assume you're a bot	q_covid-19-qna, q_financial-qna
i'm a joker	q_covid-19-qna, q_financial-qna
how's your day	q_covid-19-qna, q_financial-qna
i love hanukkah	q_covid-19-qna, q_financial-qna
this is maddening	q_covid-19-qna, q_financial-qna
i would love to be your pal.	q_covid-19-qna, q_financial-qna
it's important to know that you understand that i am testing you	q_covid-19-qna, q_financial-qna
you are simply marvelous	q_covid-19-qna, q_financial-qna
who is your girlfriend	q_covid-19-qna, q_financial-qna
i'm more knowledgeable	q_covid-19-qna, q_financial-qna
